BMD,2020-01-01,2020-01-31,1.3071
BMD,2020-02-01,2020-02-29,1.314
BMD,2020-03-01,2020-03-31,1.2952
BMD,2020-04-01,2020-04-30,1.1763
BMD,2020-05-01,2020-05-31,1.2327
BMD,2020-06-01,2020-06-30,1.227
BMD,2020-07-01,2020-07-31,1.254
BMD,2020-08-01,2020-08-31,1.2732
BMD,2020-09-01,2020-09-30,1.3184
BMD,2020-10-01,2020-10-31,1.2763
BMD,2020-11-01,2020-11-30,1.3163
BMD,2020-12-01,2020-12-31,1.3303
BMD,2021-01-01,2021-01-31,1.3497
BMD,2021-02-01,2021-02-28,1.3632
BMD,2021-03-01,2021-03-31,1.4051
BMD,2021-04-01,2021-04-30,1.3721
BMD,2021-05-01,2021-05-31,1.393
BMD,2021-06-01,2021-06-30,1.4146
BMD,2021-07-01,2021-07-31,1.3969
BMD,2021-08-01,2021-08-31,1.3674
BMD,2021-09-01,2021-09-30,1.3757
BMD,2021-10-01,2021-10-31,1.3646
BMD,2021-11-01,2021-11-30,1.3815
BMD,2021-12-01,2021-12-31,1.3465
BMD,2022-01-01,2022-01-31,1.3215
BMD,2022-02-01,2022-02-28,1.3629
BMD,2022-03-01,2022-03-31,1.3579
BMD,2022-04-01,2022-04-30,1.3212
